18,U21E41CQP," ""Mannheim"""," ""Toronto"""," ""1"""," ""6000""",Aug-17,,1471291498,
19,U21E41CQP," ""Mannheim""",," ""1"""," ""6000""",Aug-17,,1471291574,
20,U21E41CQP," ""Mannheim""",," ""1"""," ""6000""",Aug-17,,1471291595,
21,U21E41CQP," ""Mannheim""",," ""2"""," ""6000""",Aug-17,,1471291887,
,ID,Origin,Destination,nadults,Budget,date,price_min,timestamp,num_children
0,U22HTHYNP," ""toronto"""," ""cairo"""," ""1"""," ""3000""",Aug-17," ""0""",1471372025," ""7"""
1,U22HTHYNP," ""toronto"""," ""pittsburgh"""," ""1"""," ""2700.00""",Aug-17," ""0""",1471372201," ""7"""
2,U22HTHYNP," ""toronto"""," ""Mannheim"""," ""1"""," ""34300.00""",Aug-17," ""3000""",1471372283," ""7"""
3,U22HTHYNP," ""toronto"""," ""Mexico City"""," ""1"""," ""5400""",Aug-17," ""3500""",1471372283," ""11"""
4,U22HTHYNP," ""toronto"""," ""paris"""," ""1"""," ""6000""",Aug-17," ""5000""",1471372312," ""4"""
5,U22HTHYNP," ""toronto"""," ""paris"""," ""1"""," ""6000""",Aug-17," ""1700""",1471372313," ""4"""
6,U22HTHYNP," ""toronto"""," ""leon"""," ""1"""," ""5000""",Aug-17," ""1700""",1471372338," ""4"""
7,U22HTHYNP," ""toronto"""," ""la paz"""," ""1"""," ""5000""",Aug-17," ""1700""",1471372730," ""4"""
8,U22HTHYNP," ""toronto"""," ""calgary"""," ""1"""," ""6000""",Aug-17," ""1700""",1471373001," ""4"""
9,U22HTHYNP," ""toronto"""," ""porto alegre"""," ""1"""," ""6000""",Aug-17,,1471373001," """""
10,U22HTHYNP," ""calgary"""," ""la paz"""," ""1"""," ""6000""",Aug-17,,1471373107," """""
11,U22HTHYNP," ""rome"""," ""porto alegre"""," ""6"""," ""3700""",August 15th,,1471295397," """""
12,U22HTHYNP," ""vancouver"""," ""punta cana"""," ""3"""," ""6000""",August 13th,,1471291960," """""
13,U21E41CQP," ""Mannheim"""," ""Istanbul"""," ""1"""," ""6000""",Aug-17,,1471291337," """""
14,U21E41CQP," ""Mannheim"""," ""brasilia"""," ""1"""," ""6000""",Aug-17,,1471291373,
15,U21E41CQP," ""Mannheim"""," ""Halifax"""," ""1"""," ""6000""",Aug-17,,1471291432,
16,U21E41CQP," ""Mannheim"""," ""Brasilia"""," ""1"""," ""6000""",Aug-17,,1471291468,
17,U21E41CQP," ""Mannheim"""," ""Toronto"""," ""1"""," ""6000""",Aug-17,,1471291495,
18,U21E41CQP," ""Mannheim"""," ""Toronto"""," ""1"""," ""6000""",Aug-17,,1471291498,
19,U21E41CQP," ""Mannheim""",," ""1"""," ""6000""",Aug-17,,1471291574,
20,U21E41CQP," ""Mannheim""",," ""1"""," ""6000""",Aug-17,,1471291595,
21,U21E41CQP," ""Mannheim""",," ""2"""," ""6000""",Aug-17,,1471291887,
,ID,Origin,Destination,nadults,Budget,date,price_min,timestamp,num_children
0,U21RP4FCY," ""Pittsburgh"""," ""Porto Alegre"""," ""1"""," ""4600""",Aug-18," ""0""",1471384255," ""1"""
1,U21RP4FCY," ""Minneapolis"""," ""Porto Alegre"""," ""1"""," ""4600""",Aug-18," ""2500""",1471384262," ""7"""
2,U21RP4FCY," ""brasilia"""," ""rome"""," ""1"""," ""3900""",Aug-18," ""2500""",1471382668," ""3"""
3,U21RP4FCY," ""brasilia"""," ""rome"""," ""2"""," ""3300""",Aug-18," ""2500""",1471383880," ""11"""
4,U21RP4FCY," ""brasilia"""," ""phoenix"""," ""2"""," ""3300""",Aug-18," ""2500""",1471384141," ""4"""
5,U21RP4FCY," ""brasilia"""," ""phoenix"""," ""2"""," ""3300""",Aug-18," ""1700""",1471384151," ""4"""
6,U21RP4FCY," ""brasilia"""," ""rome"""," ""2"""," ""1000""",Aug-18," ""1700""",1471384211," ""4"""
7,U21RP4FCY," ""brasilia"""," ""rome"""," ""2"""," ""5000""",Aug-18," ""1700""",1471384211," ""4"""
8,U21RP4FCY," ""brasilia"""," ""rome"""," ""2"""," ""3500""",Aug-18," ""1700""",1471384245," ""4"""
9,U22HTHYNP," ""toronto"""," ""porto alegre"""," ""1"""," ""6000""",Aug-17,,1471373001," """""
10,U22HTHYNP," ""calgary"""," ""la paz"""," ""1"""," ""6000""",Aug-17,,1471373107," """""
11,U22HTHYNP," ""rome"""," ""porto alegre"""," ""6"""," ""3700""",August 15th,,1471295397," """""
12,U22HTHYNP," ""vancouver"""," ""punta cana"""," ""3"""," ""6000""",August 13th,,1471291960," """""
13,U21E41CQP," ""Mannheim"""," ""Istanbul"""," ""1"""," ""6000""",Aug-17,,1471291337," """""
14,U21E41CQP," ""Mannheim"""," ""brasilia"""," ""1"""," ""6000""",Aug-17,,1471291373,
15,U21E41CQP," ""Mannheim"""," ""Halifax"""," ""1"""," ""6000""",Aug-17,,1471291432,
16,U21E41CQP," ""Mannheim"""," ""Brasilia"""," ""1"""," ""6000""",Aug-17,,1471291468,
17,U21E41CQP," ""Mannheim"""," ""Toronto"""," ""1"""," ""6000""",Aug-17,,1471291495,
18,U21E41CQP," ""Mannheim"""," ""Toronto"""," ""1"""," ""6000""",Aug-17,,1471291498,
19,U21E41CQP," ""Mannheim""",," ""1"""," ""6000""",Aug-17,,1471291574,
20,U21E41CQP," ""Mannheim""",," ""1"""," ""6000""",Aug-17,,1471291595,
21,U21E41CQP," ""Mannheim""",," ""2"""," ""6000""",Aug-17,,1471291887,
,ID,Origin,Destination,nadults,Budget,date,price_min,timestamp,num_children
0,U2709166N," ""Termina"""," ""Atlantis"""," ""1"""," ""3300""",August 27th," ""2500""",1471456536," ""3"""
1,U2709166N," ""Termina"""," ""Atlantis"""," ""1"""," ""3300""",August 27th," ""3000""",1471456564," ""3"""
2,U2709166N," ""Termina"""," ""Atlantis"""," ""1"""," ""3300""",August 27th," ""1000""",1471456701," ""3"""
3,U2709166N," ""Lima"""," ""Atlantis"""," ""1"""," ""3300""",August 27th," ""1000""",1471456728," ""3"""
4,U2709166N," ""Termina"""," ""Lima"""," ""1"""," ""3300""",August 27th," ""1000""",1471456763," ""3"""
5,U22K1SX9N," ""barcelona"""," ""madrid"""," ""1"""," ""4600""",August 27th," ""3000""",1471456256," ""40"""
6,U22K1SX9N," ""barcelona"""," ""madrid"""," ""1"""," ""5600""",August 27th," ""4000""",1471456295," ""40"""
7,U22K1SX9N," ""barcelona"""," ""madrid"""," ""1"""," ""5600""",August 27th," ""4000""",1471456297," ""40"""
8,U22K1SX9N," ""barcelona"""," ""santa cruz"""," ""1"""," ""3500""",August 27th," ""5000""",1471456900," ""40"""
9,U231PNNA3," ""Manaus"""," ""Vancouver"""," ""2"""," ""6100""",August 13th," ""5000""",1471447199," ""4"""
10,U231PNNA3," ""Manaus"""," ""Vancouver"""," ""2"""," ""6100""",August 13th," ""5000""",1471447199," ""4"""
11,U231PNNA3," ""Manaus"""," ""Fukuoka"""," ""2"""," ""6100""",August 13th," ""5000""",1471447215," ""4"""
12,U231PNNA3," ""Sydney"""," ""Brazil"""," ""1"""," ""6100""",August 22nd," ""4000""",1471445880," """""
13,U231PNNA3," ""Sydney"""," ""Brazil"""," ""1"""," ""6100""",August 22nd," ""4000""",1471445923," """""
14,U21E41CQP," ""Mannheim"""," ""brasilia"""," ""1"""," ""6000""",Aug-17,,1471291373,
15,U21E41CQP," ""Mannheim"""," ""Halifax"""," ""1"""," ""6000""",Aug-17,,1471291432,
16,U21E41CQP," ""Mannheim"""," ""Brasilia"""," ""1"""," ""6000""",Aug-17,,1471291468,
17,U21E41CQP," ""Mannheim"""," ""Toronto"""," ""1"""," ""6000""",Aug-17,,1471291495,
18,U21E41CQP," ""Mannheim"""," ""Toronto"""," ""1"""," ""6000""",Aug-17,,1471291498,
19,U21E41CQP," ""Mannheim""",," ""1"""," ""6000""",Aug-17,,1471291574,
20,U21E41CQP," ""Mannheim""",," ""1"""," ""6000""",Aug-17,,1471291595,
21,U21E41CQP," ""Mannheim""",," ""2"""," ""6000""",Aug-17,,1471291887,
,ID,Origin,Destination,nadults,Budget,date,price_min,timestamp,num_children
0,U2709166N," ""Belem"""," ""Tijuana"""," ""1"""," ""16600""",August 19th," ""10000""",1471467660," ""7"""
1,U2709166N," ""Belem"""," ""Tijuana"""," ""1"""," ""16600""",August 19th," ""2500""",1471467676," ""3"""
2,U2709166N," ""Rio de Janeiro"""," ""Tijuana"""," ""1"""," ""16600""",August 19th," ""2500""",1471467890," ""3"""
3,U2709166N," ""Rio de Janeiro"""," ""Tijuana"""," ""1"""," ""16600""",August 19th," ""1000""",1471467942," ""3"""
4,U2709166N," ""Belem"""," ""New York"""," ""1"""," ""16600""",August 19th," ""1000""",1471468088," ""3"""
5,U2709166N," ""Belem"""," ""New York"""," ""1"""," ""16600""",August 19th," ""2000""",1471468111," ""40"""
6,U2709166N," ""Belem"""," ""New York"""," ""1"""," ""5600""",August 19th," ""3000""",1471468123," ""40"""
7,U2709166N," ""Rio de Janeiro"""," ""New York"""," ""1"""," ""5600""",August 19th," ""3000""",1471468279," ""40"""
8,U2709166N," ""Rio de Janeiro"""," ""New York"""," ""1"""," ""3500""",August 19th," ""1000""",1471468310," ""40"""
9,U2709166N," ""Belem"""," ""New York"""," ""1"""," ""6100""",August 19th," ""1000""",1471468599," ""4"""
10,U22K1SX9N," ""Berlin"""," ""Naples"""," ""15"""," ""6100""",August 27th," ""1000""",1471465352," ""4"""
11,U2709166N," ""Nagoya"""," ""Busan"""," ""1"""," ""6100""",August 15th," ""1000""",1471463668," ""4"""
12,U2709166N," ""Nagoya"""," ""Busan"""," ""1"""," ""6100""",August 15th," ""1000""",1471463672," """""
13,U231PNNA3," ""Sydney"""," ""Brazil"""," ""1"""," ""6100""",August 22nd," ""4000""",1471445923," """""
14,U21E41CQP," ""Mannheim"""," ""brasilia"""," ""1"""," ""6000""",Aug-17,,1471291373,
15,U21E41CQP," ""Mannheim"""," ""Halifax"""," ""1"""," ""6000""",Aug-17,,1471291432,
16,U21E41CQP," ""Mannheim"""," ""Brasilia"""," ""1"""," ""6000""",Aug-17,,1471291468,
17,U21E41CQP," ""Mannheim"""," ""Toronto"""," ""1"""," ""6000""",Aug-17,,1471291495,
18,U21E41CQP," ""Mannheim"""," ""Toronto"""," ""1"""," ""6000""",Aug-17,,1471291498,
19,U21E41CQP," ""Mannheim""",," ""1"""," ""6000""",Aug-17,,1471291574,
20,U21E41CQP," ""Mannheim""",," ""1"""," ""6000""",Aug-17,,1471291595,
21,U21E41CQP," ""Mannheim""",," ""2"""," ""6000""",Aug-17,,1471291887,
,ID,Origin,Destination,nadults,Budget,date,price_min,timestamp,num_children
0,U22K1SX9N," ""chicago bay"""," ""amburg"""," ""6"""," ""31500""",27th of august," ""2000""",1471538391," ""5"""
1,U22K1SX9N," ""Leon"""," ""Ulsan"""," ""7"""," ""1200""",27th of august," ""2000""",1471535396," ""1"""
2,U22K1SX9N," ""belo horizonte"""," ""Ulsan"""," ""7"""," ""1200""",27th of august," ""2500""",1471535489," ""11"""
3,U22K1SX9N," ""Porto"""," ""kyoto"""," ""2"""," ""2900""",Aug-27," ""2500""",1471535076," ""2"""
4,U22HTHYNP," ""Stuttgart"""," ""Monterrey"""," ""1"""," ""2900""",Aug-27," ""2500""",1471535365," ""2"""
5,U22HTHYNP," ""Stuttgart"""," ""Kingston"""," ""1"""," ""2900""",Aug-27," ""3000""",1471535670," ""2"""
6,U22K1SX9N," ""Nagoya"""," ""Las Vegas"""," ""4"""," ""2900""",August 25th," ""000""",1471533262," ""2"""
7,U22K1SX9N," ""Baltimore"""," ""Las Vegas"""," ""4"""," ""3900""",August 25th," ""3000""",1471530346," ""40"""
8,U22K1SX9N," ""Baltimore"""," ""Fukuoka"""," ""4"""," ""3900""",August 25th," ""3000""",1471530362," ""40"""
9,U2709166N," ""Belem"""," ""New York"""," ""1"""," ""6100""",August 19th," ""1000""",1471468599," ""4"""
10,U22K1SX9N," ""Berlin"""," ""Naples"""," ""15"""," ""6100""",August 27th," ""1000""",1471465352," ""4"""
11,U2709166N," ""Nagoya"""," ""Busan"""," ""1"""," ""6100""",August 15th," ""1000""",1471463668," ""4"""
12,U2709166N," ""Nagoya"""," ""Busan"""," ""1"""," ""6100""",August 15th," ""1000""",1471463672," """""
13,U231PNNA3," ""Sydney"""," ""Brazil"""," ""1"""," ""6100""",August 22nd," ""4000""",1471445923," """""
14,U21E41CQP," ""Mannheim"""," ""brasilia"""," ""1"""," ""6000""",Aug-17,,1471291373,
15,U21E41CQP," ""Mannheim"""," ""Halifax"""," ""1"""," ""6000""",Aug-17,,1471291432,
16,U21E41CQP," ""Mannheim"""," ""Brasilia"""," ""1"""," ""6000""",Aug-17,,1471291468,
17,U21E41CQP," ""Mannheim"""," ""Toronto"""," ""1"""," ""6000""",Aug-17,,1471291495,
18,U21E41CQP," ""Mannheim"""," ""Toronto"""," ""1"""," ""6000""",Aug-17,,1471291498,
19,U21E41CQP," ""Mannheim""",," ""1"""," ""6000""",Aug-17,,1471291574,
20,U21E41CQP," ""Mannheim""",," ""1"""," ""6000""",Aug-17,,1471291595,
21,U21E41CQP," ""Mannheim""",," ""2"""," ""6000""",Aug-17,,1471291887,
,ID,Origin,Destination,nadults,Budget,date,price_min,timestamp,num_children
0,U22HTHYNP," ""alexandria"""," ""kobe"""," ""1"""," ""3800""",Aug-26," ""2000""",1471547077," ""5"""
1,U22HTHYNP," ""alexandria"""," ""berlin"""," ""1"""," ""3800""",Aug-26," ""2000""",1471547215," ""1"""
2,U22HTHYNP," ""alexandria"""," ""salvador"""," ""1"""," ""18600""",Aug-26," ""2500""",1471547363," ""11"""
3,U22HTHYNP," ""alexandria"""," ""salvador"""," ""1"""," ""18600""",Aug-26," ""2500""",1471547387," ""2"""
4,U22HTHYNP," ""Sydney"""," ""Naples"""," ""1"""," ""18600""",Aug-26," ""2500""",1471547882," ""2"""
5,U22K1SX9N," ""denver"""," ""philadelphia"""," ""500"""," ""18600""",Aug-26," ""3000""",1471546570," ""2"""
6,U22K1SX9N," ""denver"""," ""philadelphia"""," ""5"""," ""18600""",Aug-26," ""000""",1471546586," ""2"""
7,U22K1SX9N," ""denver"""," ""osaka"""," ""5"""," ""18600""",Aug-26," ""3000""",1471546711," ""40"""
8,U22K1SX9N," ""denver"""," ""osaka"""," ""5"""," ""18600""",Aug-26," ""3000""",1471546711," ""40"""
9,U22K1SX9N," ""denver"""," ""osaka"""," ""5"""," ""18600""",Aug-26," ""1000""",1471546868," ""4"""
10,U22K1SX9N," ""Berlin"""," ""Naples"""," ""15"""," ""6100""",August 27th," ""1000""",1471465352," ""4"""
11,U2709166N," ""Nagoya"""," ""Busan"""," ""1"""," ""6100""",August 15th," ""1000""",1471463668," ""4"""
12,U2709166N," ""Nagoya"""," ""Busan"""," ""1"""," ""6100""",August 15th," ""1000""",1471463672," """""
13,U231PNNA3," ""Sydney"""," ""Brazil"""," ""1"""," ""6100""",August 22nd," ""4000""",1471445923," """""
14,U21E41CQP," ""Mannheim"""," ""brasilia"""," ""1"""," ""6000""",Aug-17,,1471291373,
15,U21E41CQP," ""Mannheim"""," ""Halifax"""," ""1"""," ""6000""",Aug-17,,1471291432,
16,U21E41CQP," ""Mannheim"""," ""Brasilia"""," ""1"""," ""6000""",Aug-17,,1471291468,
17,U21E41CQP," ""Mannheim"""," ""Toronto"""," ""1"""," ""6000""",Aug-17,,1471291495,
18,U21E41CQP," ""Mannheim"""," ""Toronto"""," ""1"""," ""6000""",Aug-17,,1471291498,
19,U21E41CQP," ""Mannheim""",," ""1"""," ""6000""",Aug-17,,1471291574,
20,U21E41CQP," ""Mannheim""",," ""1"""," ""6000""",Aug-17,,1471291595,
21,U21E41CQP," ""Mannheim""",," ""2"""," ""6000""",Aug-17,,1471291887,
,ID,Origin,Destination,nadults,Budget,date,price_min,timestamp,num_children
0,U21RP4FCY," ""Buenos Aires"""," ""Rome"""," ""1"""," ""5000""",Aug-27," ""2000""",1471617730," ""14"""
1,U21RP4FCY," ""Buenos Aires"""," ""Alexandria"""," ""1"""," ""4000""",Aug-27," ""4000""",1471617935," ""14"""
2,U21RP4FCY," ""Buenos Aires"""," ""Alexandria"""," ""1"""," ""4000""",Aug-27," ""5000""",1471617936," ""14"""
3,U21RP4FCY," ""Buenos Aires"""," ""Alexandria"""," ""1"""," ""4000""",Aug-27," ""2500""",1471617936," ""2"""
4,U21RP4FCY," ""Buenos Aires"""," ""Alexandria"""," ""1"""," ""18600""",Aug-27," ""2500""",1471617935," ""2"""
5,U21RP4FCY," ""Buenos Aires"""," ""Alexandria"""," ""1"""," ""18600""",Aug-27," ""3000""",1471617936," ""2"""
6,U21RP4FCY," ""Buenos Aires"""," ""Alexandria"""," ""1"""," ""18600""",Aug-27," ""000""",1471617936," ""2"""
7,U22K1SX9N," ""baltimore"""," ""Fukuoka"""," ""1"""," ""18600""",Aug-27," ""3000""",1471555913," ""40"""
8,U22K1SX9N," ""baltimore"""," ""manaus"""," ""1"""," ""18600""",Aug-27," ""3000""",1471556010," ""40"""
9,U22K1SX9N," ""baltimore"""," ""manaus"""," ""1"""," ""18600""",Aug-27," ""1000""",1471556013," ""4"""
10,U22K1SX9N," ""baltimore"""," ""manaus"""," ""1"""," ""6100""",Aug-27," ""1000""",1471556016," ""4"""
11,U2709166N," ""Nagoya"""," ""Busan"""," ""1"""," ""6100""",August 15th," ""1000""",1471463668," ""4"""
12,U2709166N," ""Nagoya"""," ""Busan"""," ""1"""," ""6100""",August 15th," ""1000""",1471463672," """""
13,U231PNNA3," ""Sydney"""," ""Brazil"""," ""1"""," ""6100""",August 22nd," ""4000""",1471445923," """""
14,U21E41CQP," ""Mannheim"""," ""brasilia"""," ""1"""," ""6000""",Aug-17,,1471291373,
15,U21E41CQP," ""Mannheim"""," ""Halifax"""," ""1"""," ""6000""",Aug-17,,1471291432,
16,U21E41CQP," ""Mannheim"""," ""Brasilia"""," ""1"""," ""6000""",Aug-17,,1471291468,
17,U21E41CQP," ""Mannheim"""," ""Toronto"""," ""1"""," ""6000""",Aug-17,,1471291495,
18,U21E41CQP," ""Mannheim"""," ""Toronto"""," ""1"""," ""6000""",Aug-17,,1471291498,
19,U21E41CQP," ""Mannheim""",," ""1"""," ""6000""",Aug-17,,1471291574,
20,U21E41CQP," ""Mannheim""",," ""1"""," ""6000""",Aug-17,,1471291595,
21,U21E41CQP," ""Mannheim""",," ""2"""," ""6000""",Aug-17,,1471291887,
,ID,Origin,Destination,nadults,Budget,date,price_min,timestamp,num_children
0,U231PNNA3," ""Kingston"""," ""Minneapolis"""," ""1"""," ""2800""",Aug-17," ""2000""",1471632631," ""1"""
1,U231PNNA3," ""Kingston"""," ""Minneapolis"""," ""1"""," ""14900""",Aug-17," ""3000""",1471633021," ""1"""
2,U231PNNA3," ""Kingston"""," ""Hamburg"""," ""1"""," ""6000""",Aug-17," ""3000""",1471633052," ""1"""
3,U231PNNA3," ""Kingston"""," ""Hamburg"""," ""1"""," ""6000""",Aug-17," ""1000""",1471633076," ""1"""
4,U231PNNA3," ""Kingston"""," ""Minneapolis"""," ""1"""," ""6000""",Aug-17," ""3000""",1471633021," ""1"""
5,U231PNNA3," ""Kingston"""," ""Hamburg"""," ""1"""," ""5600""",Aug-17," ""3000""",1471633052," ""2"""
6,U231PNNA3," ""Kingston"""," ""Hamburg"""," ""1"""," ""5600""",Aug-17," ""1000""",1471633076," ""2"""
7,U231PNNA3," ""Kingston"""," ""Hamburg"""," ""6"""," ""5600""",Aug-17," ""1000""",1471633204," ""40"""
8,U231PNNA3," ""Tokyo"""," ""Hamburg"""," ""6"""," ""5600""",Aug-17," ""1000""",1471633321," ""40"""
9,U231PNNA3," ""Tokyo"""," ""Minneapolis"""," ""6"""," ""18600""",Aug-17," ""1000""",1471633350," ""4"""
10,U231PNNA3," ""Tokyo"""," ""Hamburg"""," ""6"""," ""6100""",Aug-17," ""1000""",1471633321," ""4"""
11,U231PNNA3," ""Tokyo"""," ""Minneapolis"""," ""6"""," ""6100""",Aug-17," ""1000""",1471633350," ""4"""
12,U2709166N," ""Nagoya"""," ""Busan"""," ""1"""," ""6100""",August 15th," ""1000""",1471463672," """""
13,U231PNNA3," ""Sydney"""," ""Brazil"""," ""1"""," ""6100""",August 22nd," ""4000""",1471445923," """""
14,U21E41CQP," ""Mannheim"""," ""brasilia"""," ""1"""," ""6000""",Aug-17,,1471291373,
15,U21E41CQP," ""Mannheim"""," ""Halifax"""," ""1"""," ""6000""",Aug-17,,1471291432,
16,U21E41CQP," ""Mannheim"""," ""Brasilia"""," ""1"""," ""6000""",Aug-17,,1471291468,
17,U21E41CQP," ""Mannheim"""," ""Toronto"""," ""1"""," ""6000""",Aug-17,,1471291495,
18,U21E41CQP," ""Mannheim"""," ""Toronto"""," ""1"""," ""6000""",Aug-17,,1471291498,
19,U21E41CQP," ""Mannheim""",," ""1"""," ""6000""",Aug-17,,1471291574,
20,U21E41CQP," ""Mannheim""",," ""1"""," ""6000""",Aug-17,,1471291595,
21,U21E41CQP," ""Mannheim""",," ""2"""," ""6000""",Aug-17,,1471291887,
,ID,Origin,Destination,nadults,Budget,date,price_min,timestamp,num_children
0,U21RP4FCY," ""Melbourne"""," ""Burlington"""," ""1"""," ""1500""",Aug-24," ""2500""",1471641536," ""7"""
1,U21RP4FCY," ""Melbourne"""," ""Campinnas"""," ""1"""," ""1500""",Aug-24," ""2000""",1471641969," ""7"""
2,U21RP4FCY," ""Melbourne"""," ""Minneapolis"""," ""1"""," ""1500""",Aug-24," ""3000""",1471642051," ""7"""
3,U231PNNA3," ""Buenos Aires"""," ""Pittsburgh"""," ""1"""," ""2700""",Aug-24," ""3000""",1471641004," ""1"""
4,U231PNNA3," ""Buenos Aires"""," ""Pittsburgh"""," ""1"""," ""6000""",Aug-24," ""6000""",1471641018," ""1"""
5,U231PNNA3," ""Buenos Aires"""," ""Pittsburgh"""," ""1"""," ""5600""",Aug-24," ""6000""",1471641033," ""2"""
6,U231PNNA3," ""Buenos Aires"""," ""Pittsburgh"""," ""1"""," ""5600""",Aug-24," ""6000""",1471641048," ""2"""
7,U231PNNA3," ""Buenos Aires"""," ""Pittsburgh"""," ""1"""," ""5600""",Aug-24," ""6000""",1471641064," ""40"""
8,U231PNNA3," ""Tokyo"""," ""Hamburg"""," ""6"""," ""5600""",Aug-17," ""1000""",1471633321," ""40"""
9,U231PNNA3," ""Tokyo"""," ""Minneapolis"""," ""6"""," ""18600""",Aug-17," ""1000""",1471633350," ""4"""
10,U231PNNA3," ""Tokyo"""," ""Hamburg"""," ""6"""," ""6100""",Aug-17," ""1000""",1471633321," ""4"""
11,U231PNNA3," ""Tokyo"""," ""Minneapolis"""," ""6"""," ""6100""",Aug-17," ""1000""",1471633350," ""4"""
12,U2709166N," ""Nagoya"""," ""Busan"""," ""1"""," ""6100""",August 15th," ""1000""",1471463672," """""
13,U231PNNA3," ""Sydney"""," ""Brazil"""," ""1"""," ""6100""",August 22nd," ""4000""",1471445923," """""
14,U21E41CQP," ""Mannheim"""," ""brasilia"""," ""1"""," ""6000""",Aug-17,,1471291373,
15,U21E41CQP," ""Mannheim"""," ""Halifax"""," ""1"""," ""6000""",Aug-17,,1471291432,
16,U21E41CQP," ""Mannheim"""," ""Brasilia"""," ""1"""," ""6000""",Aug-17,,1471291468,
17,U21E41CQP," ""Mannheim"""," ""Toronto"""," ""1"""," ""6000""",Aug-17,,1471291495,
18,U21E41CQP," ""Mannheim"""," ""Toronto"""," ""1"""," ""6000""",Aug-17,,1471291498,
