,ID,Origin,Destination,month,day,nadults,Budget,price_min,timestamp,num_children,label
30,U2709166N,Belem,Tijuana,8,19,1,16600,2500,1471467676,3,15
31,U260BGVS6,Belo Horizonte,Barcelona,9,12,1,5800,3213,1473457684,0,16
32,U260BGVS6,Belo Horizonte,Barcelona,9,12,1,5800,3213,1473457684,0,16
33,U260BGVS6,Belo Horizonte,Barcelona,9,12,1,5800,3213,1473457684,0,16
34,U22K1SX9N,Belo Horizonte,Maceio,9,1,1,54700,10000,1473195593,7,17
35,U260BGVS6,Belo Horizonte,San Antoni,9,12,1,14000,4000,1473457075,7,18
36,U260BGVS6,Belo Horizonte,San Antonio,9,12,1,14000,4000,1473457081,7,19
37,U260BGVS6,Belo Horizonte,San Antonio,9,12,1,16400,4000,1473457104,7,19
38,U260BGVS6,Belo Horizonte,San Antonio,9,12,1,2300,8000,1473457107,7,19
39,U260BGVS6,Belo Horizonte,San Antonio,9,12,1,3700,7000,1473457145,7,19
40,U24V2QUKC,Belo Horizonte,rome,8,31,1,23300,3200,1471880152,7,20
41,U22K1SX9N,Berlin,Naples,8,27,15,6100,1000,1471465352,4,21
42,U22K1SX9N,Berlin,Naples,8,27,15,6100,1000,1471465352,4,21
43,U22K1SX9N,Berlin,Naples,8,27,15,6100,1000,1471465352,4,21
44,U22K1SX9N,Brasilia,Baltimore,9,2,1,2400,7000,1472160081,5,22
45,U24V2QUKC,Brasilia,Essen,8,31,2,1100,9000,1472762256,1,23
46,U22K1SX9N,Brasilia,Milan,9,2,1,2400,1,1472159724,5,24
47,U24V2QUKC,Brasilia,San Diego,8,31,2,13800,10000,1472762233,1,25
48,U22K1SX9N,Brasilia,Vitoria,9,2,1,2400,3000,1472159922,5,26
49,U24V2QUKC,Brasilia,kobe,8,31,2,2500,8000,1472762302,1,27
50,U24V2QUKC,Brasilia,kobe,8,31,2,2500,7000,1472762316,1,27
51,U24V2QUKC,Brasilia,kobe,8,31,2,2500,6000,1472762328,1,27
52,U24V2QUKC,Brasilia,kobe,8,31,2,2500,7000,1472762337,1,27
53,U24V2QUKC,Brasilia,kobe,8,31,2,2500,8000,1472762302,1,27
54,U24V2QUKC,Brasilia,kobe,8,31,2,2500,7000,1472762316,1,27
55,U24V2QUKC,Brasilia,kobe,8,31,2,2500,6000,1472762328,1,27
56,U24V2QUKC,Brasilia,kobe,8,31,2,2500,7000,1472762337,1,27
57,U21RP4FCY,Buenos Aires,Alexandria,8,27,1,4000,4000,1471617935,14,28
58,U21RP4FCY,Buenos Aires,Alexandria,8,27,1,4000,5000,1471617936,14,28
59,U21RP4FCY,Buenos Aires,Alexandria,8,27,1,4000,2500,1471617936,2,28
60,U21RP4FCY,Buenos Aires,Alexandria,8,27,1,18600,2500,1471617935,2,28
61,U21RP4FCY,Buenos Aires,Alexandria,8,27,1,18600,3000,1471617936,2,28
62,U21RP4FCY,Buenos Aires,Alexandria,8,27,1,18600,0,1471617936,2,28
63,U231PNNA3,Buenos Aires,Pittsburgh,8,24,1,2700,3000,1471641004,1,29
64,U231PNNA3,Buenos Aires,Pittsburgh,8,24,1,6000,6000,1471641018,1,29
65,U231PNNA3,Buenos Aires,Pittsburgh,8,24,1,5600,6000,1471641033,2,29
66,U231PNNA3,Buenos Aires,Pittsburgh,8,24,1,5600,6000,1471641048,2,29
67,U231PNNA3,Buenos Aires,Pittsburgh,8,24,1,5600,6000,1471641064,40,29
68,U21RP4FCY,Buenos Aires,Rome,8,27,1,5000,2000,1471617730,14,30
69,U2AMZ8TLK,Buenos Aires,San Juan,9,26,1,2600,1,1473709187,4,31
70,U22K1SX9N,Burlington,San Juan,8,15,1,2000,9000,1472842547,5,32
71,U23KPC9QV,Burlington,Tofino,8,1,7,2200,2500,1471899685,1,33
72,U23KPC9QV,Burlington,Tofino,8,1,7,2500,1800,1471899832,2,33
73,U22K1SX9N,Burlington,Toluca,8,1,1,2600,1,1473189772,7,34
74,U22K1SX9N,Burlington,Toluca,8,1,1,2900,2000,1473189837,7,34
75,U24V2QUKC,Busan,Fort Lauderdale,8,31,1,1200,7000,1472670284,1,35
76,U24V2QUKC,Busan,Kingston,8,31,1,3800,8000,1472670054,1,36
77,U24V2QUKC,Busan,Long Beach,8,31,1,2600,10000,1472669173,6,37
78,U24V2QUKC,Busan,San Juan,8,31,1,2600,9000,1472669799,1,38
79,U24V2QUKC,Cairo,Porto Alegre,8,15,2,3800,9000,1472585554,1,39
80,U24V2QUKC,Cairo,Porto Alegre,8,15,2,1200,7000,1472585714,1,39
81,U24V2QUKC,Cairo,Porto Alegre,8,15,2,3800,9000,1472585554,1,39
82,U24V2QUKC,Cairo,Porto Alegre,8,15,2,1200,7000,1472585714,1,39
83,U260BGVS6,Calgary,Frankfurt,8,30,2,2400,13000,1472571610,2,40
84,U260BGVS6,Calgary,Punta Cana,8,30,2,2400,1,1472571317,7,41
85,U260BGVS6,Calgary,Rosario,8,30,2,2400,3000,1472571502,2,42
86,U231PNNA3,Campinas,porto,8,25,2,4000,500,1471984783,2,43
87,U231PNNA3,Campinas,porto,8,25,2,4000,7000,1471984790,2,43
88,U231PNNA3,Campinas,porto alegre,8,25,2,4000,1800,1471984826,2,44
89,U231PNNA3,Campinas,san juan,8,25,2,4000,5000,1471984238,2,45
90,U22K1SX9N,Cleveland,Atlanta,9,7,1,5200,13000,1473345556,2,46
91,U22K1SX9N,Cleveland,Campinas,9,7,1,5200,2000,1473345051,2,47
92,U22HTHYNP,Cleveland,Milan,8,20,3,3000,0,1471358012,3,48
93,U22HTHYNP,Cleveland,Milan,8,20,3,3000,0,1471358072,1,48
94,U22HTHYNP,Cleveland,Milan,8,20,3,5400,0,1471358161,3,48
95,U22K1SX9N,Cleveland,Minneapolis,9,7,1,0,1,1473345020,7,49
96,U22HTHYNP,Cleveland,Pittsburgh,8,20,3,5400,0,1471358233,11,50
97,U22K1SX9N,Cleveland,Rio de Janeiro,9,7,1,5200,13000,1473345308,2,51
98,U260BGVS6,Columbus,Essen,9,24,6,16400,4000,1473446434,7,52
99,U2709166N,Columbus,Los Angeles,9,7,1,1200,10000,1473283532,7,53
100,U260BGVS6,Curitiba,Hiroshima,9,24,1,7300,3000,1473447777,7,54
101,U260BGVS6,Curitiba,Sao Paulo,9,24,1,7300,13000,1473447330,7,55
102,U260BGVS6,Curitiba,Sao Paulo,9,24,1,7300,4000,1473448488,7,55
103,U23KPC9QV,Fort Lauderdale,essen,8,1,1,1200,3200,1471902949,5,56
104,U231PNNA3,Fortaleza,Detroit,9,26,1,2600,2000,1473709133,4,57
105,U231PNNA3,Fortaleza,Santo Domingo,9,26,1,2600,13000,1473709340,4,58
106,U22K1SX9N,Fukuoka,Atlanta,9,6,1,2900,13000,1473198035,12,59
107,U22K1SX9N,Fukuoka,La Paz,9,6,1,2200,8000,1473198094,12,60
108,U24V2QUKC,Guadalajara,Cairo,8,15,7,7400,3213,1472841258,0,61
109,U24V2QUKC,Guadalajara,Cairo,8,15,7,7400,3213,1472841258,0,61
110,U24V2QUKC,Guadalajara,Detoit,8,15,7,7400,4000,1472841246,5,62
111,U24V2QUKC,Guadalajara,Detoit,8,15,7,7400,4000,1472841246,5,62
112,U24V2QUKC,Guadalajara,Santo Domingo,8,15,7,7400,8000,1472841165,5,63
113,U24V2QUKC,Guadalajara,Santo Domingo,8,15,7,7400,7000,1472841197,5,63
114,U24V2QUKC,Guadalajara,Santo Domingo,8,15,7,7400,6000,1472841165,5,63
115,U24V2QUKC,Guadalajara,Santo Domingo,8,15,7,7400,7000,1472841197,5,63
116,U24V2QUKC,Guadalajara,Santo Domingo,8,15,7,7400,7000,1472841197,5,63
117,U24V2QUKC,Guadalajara,Santo Domingo,8,15,7,7400,6000,1472841165,5,63
118,U24V2QUKC,Guadalajara,Santo Domingo,8,15,7,7400,7000,1472841197,5,63
119,U24V2QUKC,Guadalajara,St. Louis,8,15,7,7400,1000,1472841218,5,64
120,U24V2QUKC,Guadalajara,St. Louis,8,15,7,7400,1000,1472841218,5,64
121,U2709166N,Houston,Manaus,9,1,3,3600,13000,1473457627,5,65
122,U2709166N,Houston,Milan,9,1,3,3600,1,1473457249,5,66
123,U2709166N,Houston,Milan,9,1,3,3600,2000,1473457276,5,66
124,U2AMZ8TLK,Houston,New York,8,13,1,4500,1000,1473175165,7,67
125,U2AMZ8TLK,Houston,New York,8,13,1,4500,4000,1473175171,7,67
126,U2AMZ8TLK,Houston,New York,8,13,1,4500,3213,1473175343,7,67
127,U2AMZ8TLK,Houston,New York,9,13,1,4500,1000,1473175165,7,67
128,U2AMZ8TLK,Houston,New York,9,13,1,4500,4000,1473175171,7,67
129,U2AMZ8TLK,Houston,New York,9,13,1,4500,3213,1473175343,7,67
130,U2AMZ8TLK,Houston,New York,9,13,1,4500,1000,1473175165,7,67
131,U2AMZ8TLK,Houston,New York,9,13,1,4500,4000,1473175171,7,67
132,U2AMZ8TLK,Houston,New York,9,13,1,4500,3213,1473175343,7,67
133,U2AMZ8TLK,Houston,New York,9,13,1,4500,1000,1473175165,7,67
134,U2AMZ8TLK,Houston,New York,9,13,1,4500,4000,1473175171,7,67
135,U2AMZ8TLK,Houston,New York,9,13,1,4500,3213,1473175343,7,67
136,U2AMZ8TLK,Houston,New York,9,13,1,4500,4000,1473175171,7,67
137,U2AMZ8TLK,Houston,New York,9,13,1,4500,3213,1473175343,7,67
138,U22K1SX9N,Houston,Puebla,9,8,1,3100,3000,1472244399,3,68
139,U22K1SX9N,Houston,Punta Cana,9,8,1,3100,1,1472244253,3,69
140,U2AMZ8TLK,Houston,Rio de Janeiro,8,13,1,4500,10000,1473174956,7,70
141,U2AMZ8TLK,Houston,Rio de Janeiro,8,13,1,4500,9000,1473174962,7,70
142,U2AMZ8TLK,Houston,Rio de Janeiro,8,13,1,4500,8000,1473174965,7,70
143,U2AMZ8TLK,Houston,Rio de Janeiro,8,13,1,7400,7000,1473174969,7,70
144,U2AMZ8TLK,Houston,Rio de Janeiro,8,13,1,7400,6000,1473174986,5,70
145,U2AMZ8TLK,Houston,Rio de Janeiro,8,13,1,4500,7000,1473174992,5,70
146,U2AMZ8TLK,Houston,Rio de Janeiro,8,13,1,4500,8000,1473174965,7,70
147,U2AMZ8TLK,Houston,Rio de Janeiro,9,13,1,7400,7000,1473174969,7,70
148,U2AMZ8TLK,Houston,Rio de Janeiro,9,13,1,7400,6000,1473174986,5,70
149,U2AMZ8TLK,Houston,Rio de Janeiro,9,13,1,4500,7000,1473174992,5,70
150,U2AMZ8TLK,Houston,Rio de Janeiro,9,13,1,4500,8000,1473174965,7,70
151,U2AMZ8TLK,Houston,Rio de Janeiro,9,13,1,7400,7000,1473174969,7,70
152,U2AMZ8TLK,Houston,Rio de Janeiro,9,13,1,7400,6000,1473174986,5,70
153,U2AMZ8TLK,Houston,Rio de Janeiro,9,13,1,4500,7000,1473174992,5,70
154,U2AMZ8TLK,Houston,Rio de Janeiro,9,13,1,4500,8000,1473174965,7,70
155,U2AMZ8TLK,Houston,Rio de Janeiro,9,13,1,7400,7000,1473174969,7,70
156,U2AMZ8TLK,Houston,Rio de Janeiro,9,13,1,7400,6000,1473174986,5,70
157,U2AMZ8TLK,Houston,Rio de Janeiro,9,13,1,4500,7000,1473174992,5,70
158,U2709166N,Houston,San Juan,9,1,3,3600,13000,1473457389,5,71
159,U22K1SX9N,Houston,ulsan,9,8,1,3100,7000,1472244711,3,72
160,U24V2QUKC,Jerusalem,Madrid,8,24,10,3000,400,1472144671,5,73
161,U2709166N,Jerusalem,Madrid,9,6,1,7300,13000,1473447705,7,74
162,U22K1SX9N,Kabul,Recife,9,15,8,400,6000,1472237452,2,75
163,U22K1SX9N,Kabul,Recife,9,15,8,400,7000,1472237470,2,75
164,U22K1SX9N,Kabul,santo domingo,9,15,8,400,8500,1472237746,1,76
165,U24V2QUKC,Kingston,Chicago,8,15,1,2000,2000,1472842582,1,77
166,U24V2QUKC,Kingston,Chicago,8,15,1,2000,13000,1472842596,5,77
167,U231PNNA3,Kingston,Hamburg,8,17,1,6000,3000,1471633052,1,78
168,U231PNNA3,Kingston,Hamburg,8,17,1,6000,1000,1471633076,1,78
169,U231PNNA3,Kingston,Hamburg,8,17,1,5600,3000,1471633052,2,78
170,U231PNNA3,Kingston,Hamburg,8,17,1,5600,1000,1471633076,2,78
171,U231PNNA3,Kingston,Hamburg,8,17,6,5600,1000,1471633204,40,78
172,U24V2QUKC,Kingston,Leon,9,6,1,13700,10000,1472828439,1,79
173,U24V2QUKC,Kingston,Leon,9,6,1,13700,9000,1472828447,1,79
174,U231PNNA3,Kingston,Minneapolis,8,17,1,2800,2000,1471632631,1,80
175,U231PNNA3,Kingston,Minneapolis,8,17,1,14900,3000,1471633021,1,80
176,U231PNNA3,Kingston,Minneapolis,8,17,1,6000,3000,1471633021,1,80
177,U24V2QUKC,Kingston,Salvador,8,15,1,4400,1,1472842370,12,81
178,U24V2QUKC,Kingston,Santios,9,6,1,30300,8000,1472828278,7,82
179,U24V2QUKC,Kingston,Santios,9,6,1,30300,5000,1472828292,7,82
180,U2709166N,Kochi,Rome,9,6,3,54700,9000,1473258892,7,83
181,U24V2QUKC,Las Vegas,Sapporo,8,24,1,5000,1,1472145019,5,84
182,U24V2QUKC,Las Vegas,sacramento,8,24,1,5000,1000,1472145200,5,85
183,U2AMZ8TLK,Leon,Pittsburgh,9,1,2,2900,5000,1473195429,1,86
184,U22K1SX9N,Leon,Ulsan,8,27,7,1200,2000,1471535396,1,87
185,U2709166N,Lima,Atlantis,8,27,1,3300,1000,1471456728,3,88
186,U22K1SX9N,Long Beach,Bel Horizonte,9,15,1,1400,8000,1473188112,7,89
187,U22K1SX9N,Long Beach,Bel Horizonte,9,15,1,4500,5000,1473188251,7,89
188,U22K1SX9N,Long Beach,Bel Horizonte,9,15,1,2900,10000,1473188253,7,89
189,U2709166N,Long Beach,Rio de Janeiro,9,20,4,2300,7000,1473272626,5,90
190,U2709166N,Long Beach,toronto,9,20,4,2300,7000,1473272505,7,91
191,U2709166N,Long Beach,toronto,9,20,4,7400,6000,1473272565,5,91
192,U23KR88NT,Los Angeles,rome,8,15,5,23300,3200,1471890707,2,92
193,U231PNNA3,Manaus,Fukuoka,8,13,2,6100,5000,1471447215,4,93
194,U231PNNA3,Manaus,Vancouver,8,13,2,6100,5000,1471447199,4,94
195,U231PNNA3,Manaus,Vancouver,8,13,2,6100,5000,1471447199,4,94
196,U22K1SX9N,Manaus,hiroshima,8,15,1,7400,5000,1472842264,5,95
197,U22K1SX9N,Manaus,hiroshima,8,15,1,2000,10000,1472842326,5,95
198,U260BGVS6,Mannheim,Barcelona,9,12,1,4500,3213,1473457500,0,96
199,U260BGVS6,Mannheim,Barcelona,9,12,1,4500,3213,1473457500,0,96
200,U260BGVS6,Mannheim,Barcelona,9,12,1,4500,3213,1473457500,0,96
201,U21E41CQP,Mannheim,Brasilia,8,17,1,6000,3213,1471291468,2,97
202,U21E41CQP,Mannheim,Brasilia,8,17,1,6000,3213,1471291468,2,97
203,U21E41CQP,Mannheim,Brasilia,8,17,1,6000,3213,1471291468,2,97
204,U21E41CQP,Mannheim,Brasilia,8,17,1,6000,3213,1471291468,2,97
205,U21E41CQP,Mannheim,Brasilia,8,17,1,6000,3213,1471291468,2,97
206,U21E41CQP,Mannheim,Brasilia,8,17,1,6000,3213,1471291468,2,97
207,U21E41CQP,Mannheim,Brasilia,8,17,1,6000,3213,1471291468,2,97
208,U21E41CQP,Mannheim,Brasilia,8,17,1,6000,3213,1471291468,2,97
209,U21E41CQP,Mannheim,Brasilia,8,17,1,6000,3213,1471291468,2,97
210,U21E41CQP,Mannheim,Brasilia,8,17,1,6000,3213,1471291468,2,97
211,U21E41CQP,Mannheim,Brasilia,8,17,1,6000,3213,1471291468,2,97
212,U21E41CQP,Mannheim,Brasilia,8,17,1,6000,3213,1471291468,2,97
213,U21E41CQP,Mannheim,Brasilia,8,17,1,6000,3213,1471291468,2,97
214,U21E41CQP,Mannheim,Brasilia,8,17,1,6000,3213,1471291468,2,97
215,U22K1SX9N,Mannheim,Buenos Aires,9,20,1,5000,1,1473363084,6,98
216,U22K1SX9N,Mannheim,Buenos Aires,9,20,1,2900,2000,1473363186,6,98
217,U21E41CQP,Mannheim,Halifax,8,17,1,6000,3213,1471291432,2,99
218,U21E41CQP,Mannheim,Halifax,8,17,1,6000,3213,1471291432,2,99
219,U21E41CQP,Mannheim,Halifax,8,17,1,6000,3213,1471291432,2,99
220,U21E41CQP,Mannheim,Halifax,8,17,1,6000,3213,1471291432,2,99
221,U21E41CQP,Mannheim,Halifax,8,17,1,6000,3213,1471291432,2,99
222,U21E41CQP,Mannheim,Halifax,8,17,1,6000,3213,1471291432,2,99
223,U21E41CQP,Mannheim,Halifax,8,17,1,6000,3213,1471291432,2,99
224,U21E41CQP,Mannheim,Halifax,8,17,1,6000,3213,1471291432,2,99
225,U21E41CQP,Mannheim,Halifax,8,17,1,6000,3213,1471291432,2,99
226,U21E41CQP,Mannheim,Halifax,8,17,1,6000,3213,1471291432,2,99
227,U21E41CQP,Mannheim,Halifax,8,17,1,6000,3213,1471291432,2,99
228,U21E41CQP,Mannheim,Halifax,8,17,1,6000,3213,1471291432,2,99
229,U21E41CQP,Mannheim,Halifax,8,17,1,6000,3213,1471291432,2,99
230,U21E41CQP,Mannheim,Halifax,8,17,1,6000,3213,1471291432,2,99
231,U21E41CQP,Mannheim,Istanbul,8,17,1,6000,3213,1471291337,0,100
232,U21E41CQP,Mannheim,Istanbul,8,17,1,6000,3213,1471291337,0,100
233,U21E41CQP,Mannheim,Istanbul,8,17,1,6000,3213,1471291337,0,100
234,U260BGVS6,Mannheim,San Antonio,9,12,1,3700,6000,1473457332,5,101
235,U260BGVS6,Mannheim,San Antonio,9,12,1,2300,7000,1473457333,5,101
236,U260BGVS6,Mannheim,San Antonio,9,12,1,2300,1000,1473457356,7,101
237,U260BGVS6,Mannheim,San Antonio,9,12,1,4500,4000,1473457361,7,101
238,U260BGVS6,Mannheim,San Antonio,9,12,1,4500,3213,1473457362,7,101
239,U260BGVS6,Mannheim,San Antonio,9,12,1,3700,6000,1473457332,5,101
240,U260BGVS6,Mannheim,San Antonio,9,12,1,2300,7000,1473457333,5,101
241,U260BGVS6,Mannheim,San Antonio,9,12,1,2300,1000,1473457356,7,101
242,U260BGVS6,Mannheim,San Antonio,9,12,1,4500,4000,1473457361,7,101
243,U260BGVS6,Mannheim,San Antonio,9,12,1,4500,3213,1473457362,7,101
244,U260BGVS6,Mannheim,San Antonio,9,12,1,4500,4000,1473457361,7,101
245,U260BGVS6,Mannheim,San Antonio,9,12,1,4500,3213,1473457362,7,101
246,U260BGVS6,Mannheim,Sao Paulo,9,6,1,3800,10000,1472507363,5,102
247,U21E41CQP,Mannheim,Toronto,8,17,1,6000,3213,1471291495,2,103
248,U21E41CQP,Mannheim,Toronto,8,17,1,6000,3213,1471291498,2,103
249,U21E41CQP,Mannheim,Toronto,8,17,1,6000,3213,1471291495,2,103
250,U21E41CQP,Mannheim,Toronto,8,17,1,6000,3213,1471291498,2,103
251,U21E41CQP,Mannheim,Toronto,8,17,1,6000,3213,1471291495,2,103
252,U21E41CQP,Mannheim,Toronto,8,17,1,6000,3213,1471291498,2,103
253,U21E41CQP,Mannheim,Toronto,8,17,1,6000,3213,1471291495,2,103
254,U21E41CQP,Mannheim,Toronto,8,17,1,6000,3213,1471291498,2,103
255,U21E41CQP,Mannheim,Toronto,8,17,1,6000,3213,1471291495,2,103
256,U21E41CQP,Mannheim,Toronto,8,17,1,6000,3213,1471291498,2,103
257,U21E41CQP,Mannheim,Toronto,8,17,1,6000,3213,1471291495,2,103
258,U21E41CQP,Mannheim,Toronto,8,17,1,6000,3213,1471291498,2,103
259,U21E41CQP,Mannheim,Toronto,8,17,1,6000,3213,1471291495,2,103
260,U21E41CQP,Mannheim,Toronto,8,17,1,6000,3213,1471291498,2,103
261,U21E41CQP,Mannheim,Toronto,8,17,1,6000,3213,1471291495,2,103
262,U21E41CQP,Mannheim,Toronto,8,17,1,6000,3213,1471291498,2,103
263,U21E41CQP,Mannheim,Toronto,8,17,1,6000,3213,1471291495,2,103
264,U21E41CQP,Mannheim,Toronto,8,17,1,6000,3213,1471291498,2,103
265,U21E41CQP,Mannheim,Toronto,8,17,1,6000,3213,1471291495,2,103
266,U21E41CQP,Mannheim,Toronto,8,17,1,6000,3213,1471291498,2,103
267,U21E41CQP,Mannheim,Toronto,8,17,1,6000,3213,1471291495,2,103
268,U21E41CQP,Mannheim,Toronto,8,17,1,6000,3213,1471291498,2,103
269,U21E41CQP,Mannheim,Toronto,8,17,1,6000,3213,1471291495,2,103
270,U21E41CQP,Mannheim,Toronto,8,17,1,6000,3213,1471291498,2,103
271,U21E41CQP,Mannheim,Toronto,8,17,1,6000,3213,1471291495,2,103
272,U21E41CQP,Mannheim,Toronto,8,17,1,6000,3213,1471291498,2,103
273,U21E41CQP,Mannheim,Toronto,8,17,1,6000,3213,1471291495,2,103
274,U21E41CQP,Mannheim,Toronto,8,17,1,6000,3213,1471291498,2,103
275,U21E41CQP,Mannheim,brasilia,8,17,1,6000,3213,1471291373,2,104
276,U21E41CQP,Mannheim,brasilia,8,17,1,6000,3213,1471291373,2,104
277,U21E41CQP,Mannheim,brasilia,8,17,1,6000,3213,1471291373,2,104
278,U21E41CQP,Mannheim,brasilia,8,17,1,6000,3213,1471291373,2,104
279,U21E41CQP,Mannheim,brasilia,8,17,1,6000,3213,1471291373,2,104
280,U21E41CQP,Mannheim,brasilia,8,17,1,6000,3213,1471291373,2,104
281,U21E41CQP,Mannheim,brasilia,8,17,1,6000,3213,1471291373,2,104
282,U21E41CQP,Mannheim,brasilia,8,17,1,6000,3213,1471291373,2,104
283,U21E41CQP,Mannheim,brasilia,8,17,1,6000,3213,1471291373,2,104
284,U21E41CQP,Mannheim,brasilia,8,17,1,6000,3213,1471291373,2,104
285,U21E41CQP,Mannheim,brasilia,8,17,1,6000,3213,1471291373,2,104
286,U21E41CQP,Mannheim,brasilia,8,17,1,6000,3213,1471291373,2,104
287,U21E41CQP,Mannheim,brasilia,8,17,1,6000,3213,1471291373,2,104
288,U21E41CQP,Mannheim,brasilia,8,17,1,6000,3213,1471291373,2,104
289,U21RP4FCY,Melbourne,Burlington,8,24,1,1500,2500,1471641536,7,105
290,U21RP4FCY,Melbourne,Campinnas,8,24,1,1500,2000,1471641969,7,106
291,U21RP4FCY,Melbourne,Minneapolis,8,24,1,1500,3000,1471642051,7,107
292,U2709166N,Milan,Las Vegas,9,24,2,15900,4000,1473446878,7,108
293,U21RP4FCY,Minneapolis,Porto Alegre,8,18,1,4600,2500,1471384262,7,109
294,U22K1SX9N,Minneapolis,Santos,9,1,1,5100,8000,1473360949,6,110
295,U24V2QUKC,Monterrey,Belem,9,16,1,2800,3000,1472582755,3,111
296,U24V2QUKC,Monterrey,Curitiba,9,16,1,2800,1,1472582286,3,112
297,U24V2QUKC,Monterrey,Punta Cana,9,16,1,2800,13000,1472582997,1,113
298,U22K1SX9N,Montreal,porto,9,15,3,12400,1,1472235718,7,114
299,U2709166N,Nagoya,Busan,8,15,1,6100,1000,1471463668,4,115
300,U2709166N,Nagoya,Busan,8,15,1,6100,1000,1471463672,0,115
301,U2709166N,Nagoya,Busan,8,15,1,6100,1000,1471463668,4,115
302,U2709166N,Nagoya,Busan,8,15,1,6100,1000,1471463672,0,115
303,U2709166N,Nagoya,Busan,8,15,1,6100,1000,1471463668,4,115
304,U2709166N,Nagoya,Busan,8,15,1,6100,1000,1471463672,0,115
305,U2709166N,Nagoya,Busan,8,15,1,6100,1000,1471463668,4,115
306,U2709166N,Nagoya,Busan,8,15,1,6100,1000,1471463672,0,115
307,U2709166N,Nagoya,Busan,8,15,1,6100,1000,1471463672,0,115
308,U2709166N,Nagoya,Busan,8,15,1,6100,1000,1471463672,0,115
309,U2709166N,Nagoya,Busan,8,15,1,6100,1000,1471463672,0,115
310,U2709166N,Nagoya,Busan,8,15,1,6100,1000,1471463672,0,115
311,U2709166N,Nagoya,Busan,8,15,1,6100,1000,1471463672,0,115
312,U2709166N,Nagoya,Busan,8,15,1,6100,1000,1471463672,0,115
313,U22K1SX9N,Nagoya,Las Vegas,8,25,4,2900,0,1471533262,2,116
314,U2709166N,North Vancouver,Lima,9,15,1,4300,10000,1473274742,7,117
315,U2709166N,North Vancouver,Lima,9,15,1,4300,9000,1473274749,7,117
316,U2709166N,North Vancouver,Lima,9,15,1,4300,8000,1473274754,7,117
317,U22K1SX9N,North Vancouver,San Juan,9,6,1,500,9000,1472851056,5,118
318,U22K1SX9N,North Vancouver,Santo Domingo,9,6,1,400,8000,1472851067,5,119
319,U22K1SX9N,North Vancouver,Tijuana,9,6,1,400,10000,1472851041,5,120
320,U2709166N,Osaka,Queenstown,9,15,1,6800,2000,1473276701,6,121
321,U2709166N,Osaka,Sao Paulo,9,15,1,7200,13000,1473276904,1,122
322,U24V2QUKC,Phoenix,houston,8,31,1,2500,13000,1472669594,6,123
323,U24V2QUKC,Phoenix,recife,8,31,1,2000,8000,1472669964,6,124
324,U24V2QUKC,Phoenix,recife,8,31,1,2500,5000,1472669984,6,124
